Model,Scenario,Year,Month,Precip_mm
TaiESM1,historical,1982,6,1.7241225677930305E-4
TaiESM1,historical,1982,6,9.374238569642945E-6
TaiESM1,historical,1982,6,2.5820483148485953E-4
TaiESM1,historical,1982,6,3.261550970977687
TaiESM1,historical,1982,6,3.1385671312681027
TaiESM1,historical,1982,6,0.18459915461112414
TaiESM1,historical,1982,6,0.0
TaiESM1,historical,1982,6,0.0
TaiESM1,historical,1982,6,0.0
TaiESM1,historical,1982,6,0.0013603929936377294
TaiESM1,historical,1982,6,3.0351831154009528
TaiESM1,historical,1982,6,0.6390090103236408
TaiESM1,historical,1982,6,0.0
TaiESM1,historical,1982,6,0.01712762998574928
TaiESM1,historical,1982,6,5.33457635903202
TaiESM1,historical,1982,6,15.379773599483665
TaiESM1,historical,1982,6,4.23421317099412
TaiESM1,historical,1982,6,30.581026510391144
TaiESM1,historical,1982,6,80.6937325561709
TaiESM1,historical,1982,6,15.213410968793958
TaiESM1,historical,1982,6,154.24505396801334
TaiESM1,historical,1982,6,72.90990766730646
TaiESM1,historical,1982,6,76.78917098300215
TaiESM1,historical,1982,6,20.07767716366351
TaiESM1,historical,1982,6,18.27640282636436
TaiESM1,historical,1982,6,114.1114626790192
TaiESM1,historical,1982,6,16.063887818925686
TaiESM1,historical,1982,7,5.837342185134617
TaiESM1,historical,1982,7,0.3147407193814751
TaiESM1,historical,1982,7,3.6599006547262354
TaiESM1,historical,1982,7,124.0984571615715
TaiESM1,historical,1982,7,466.7931200272441
TaiESM1,historical,1982,7,32.58580204398642
TaiESM1,historical,1982,7,5.012149668288016
TaiESM1,historical,1982,7,11.792743294171105
TaiESM1,historical,1982,7,69.10059146490504
TaiESM1,historical,1982,7,1.380197891809656
TaiESM1,historical,1982,7,0.0
TaiESM1,historical,1982,7,29.37638977299887
TaiESM1,historical,1982,7,1.0034418132301657
TaiESM1,historical,1982,7,50.811273899232425
TaiESM1,historical,1982,7,32.21285487165703
TaiESM1,historical,1982,7,381.8184196288349
TaiESM1,historical,1982,7,2.0858632466497844
TaiESM1,historical,1982,7,20.100592125249133
TaiESM1,historical,1982,7,210.99611857365025
TaiESM1,historical,1982,7,24.62509857194049
TaiESM1,historical,1982,7,0.11744374217507848
TaiESM1,historical,1982,7,0.0
TaiESM1,historical,1982,7,0.0
TaiESM1,historical,1982,7,0.0
TaiESM1,historical,1982,7,0.0
TaiESM1,historical,1982,7,0.0
TaiESM1,historical,1982,7,0.17375232837941235
TaiESM1,historical,1982,7,0.6453422877905426
TaiESM1,historical,1982,7,0.0
TaiESM1,historical,1982,7,0.0
TaiESM1,historical,1982,7,1.5314131018803718E-4
TaiESM1,historical,1982,8,0.0
TaiESM1,historical,1982,8,0.6600034192729866
TaiESM1,historical,1982,8,2.448654313971742
TaiESM1,historical,1982,8,0.0
TaiESM1,historical,1982,8,107.59001704664509
TaiESM1,historical,1982,8,54.03053065975647
TaiESM1,historical,1982,8,19.019293467116277
TaiESM1,historical,1982,8,0.002214098266471138
TaiESM1,historical,1982,8,3.4248583790463623
TaiESM1,historical,1982,8,150.63931154972715
TaiESM1,historical,1982,8,147.40969098449196
TaiESM1,historical,1982,8,129.7497317470795
TaiESM1,historical,1982,8,283.3371481729142
TaiESM1,historical,1982,8,207.69257820375367
TaiESM1,historical,1982,8,0.0
TaiESM1,historical,1982,8,0.0
TaiESM1,historical,1982,8,0.32240309627680747
TaiESM1,historical,1982,8,160.35269115409116
TaiESM1,historical,1982,8,375.58498416128305
TaiESM1,historical,1982,8,20.13875066676972
TaiESM1,historical,1982,8,158.5059835543893
TaiESM1,historical,1982,8,5.841504861928727
TaiESM1,historical,1982,8,51.151983171029414
TaiESM1,historical,1982,8,78.1680779484572
TaiESM1,historical,1982,8,41.89463187206824
TaiESM1,historical,1982,8,11.354157005849494
TaiESM1,historical,1982,8,2.433061383638075
TaiESM1,historical,1982,8,0.35672119528164703
TaiESM1,historical,1982,8,1.46948112168394
TaiESM1,historical,1982,8,8.704434226227068
TaiESM1,historical,1982,8,5.832241303656887
TaiESM1,historical,1982,9,15.143592584947351
TaiESM1,historical,1982,9,0.7578238448917285
TaiESM1,historical,1982,9,0.0
TaiESM1,historical,1982,9,60.077171181585044
TaiESM1,historical,1982,9,0.0
TaiESM1,historical,1982,9,0.3317601413419633
TaiESM1,historical,1982,9,1.3162112441475033
TaiESM1,historical,1982,9,8.831826643785782
TaiESM1,historical,1982,9,127.80393467441922
TaiESM1,historical,1982,9,0.14536466811247076
TaiESM1,historical,1982,9,5.799955123483791
TaiESM1,historical,1982,9,5.3303872889600505
TaiESM1,historical,1982,9,55.12500805508354
TaiESM1,historical,1982,9,15.47873975761462
TaiESM1,historical,1982,9,0.45449452222522996
TaiESM1,historical,1982,9,13.571702332013192
TaiESM1,historical,1982,9,0.8189166666630382
TaiESM1,historical,1982,9,5.180855757958975
TaiESM1,historical,1982,9,27.055182936109507
TaiESM1,historical,1982,9,16.361510523053024
TaiESM1,historical,1982,9,71.87400265725397
TaiESM1,historical,1982,9,1.9885465714044848
TaiESM1,historical,1982,9,0.7496616901579721
TaiESM1,historical,1982,9,1.1809855088794465
TaiESM1,historical,1982,9,2.265232259800895E-5
TaiESM1,historical,1982,9,0.0
TaiESM1,historical,1982,9,0.3523567939021533
TaiESM1,historical,1982,9,0.0
TaiESM1,historical,1982,9,0.0
TaiESM1,historical,1982,9,0.0
TaiESM1,historical,1982,10,0.0
TaiESM1,historical,1982,10,0.0
TaiESM1,historical,1982,10,0.0
TaiESM1,historical,1982,10,0.007037164044441099
TaiESM1,historical,1982,10,0.0
